0,1,2,3,4
700,471,133,Great communication!,"2
"
701,707,877,The user's place was a perfect storage for my needs!,"2
"
702,850,91,Great!,"2
"
703,52,218,Overall positive experience,"2
"
704,833,532,Overall positive experience,"2
"
705,282,497,Great!,"1
"
706,156,814,The user's place was a perfect storage for my needs!,"3
"
707,914,230,Great communication!,"2
"
708,914,456,Great!,"4
"
709,237,757,The user's place was a perfect storage for my needs!,"5
"
710,995,577,Great!,"1
"
711,890,90,Great!,"1
"
712,665,438,Great!,"4
"
713,67,734,Great communication!,"1
"
714,152,686,Great communication!,"2
"
715,706,61,The user was very friendly!,"4
"
716,917,473,Great!,"4
"
717,66,312,Great!,"2
"
718,375,169,Overall positive experience,"1
"
719,831,72,Great communication!,"2
"
720,213,331,Great communication!,"5
"
721,836,216,Overall positive experience,"5
"
722,340,319,Great communication!,"1
"
723,730,140,Great!,"3
"
724,327,643,The user's place was a perfect storage for my needs!,"2
"
725,242,107,Great!,"5
"
726,875,247,The user was very friendly!,"2
"
727,839,350,The user was very friendly!,"5
"
728,471,384,Great!,"3
"
729,698,872,The user's place was a perfect storage for my needs!,"1
"
730,179,246,Great communication!,"1
"
731,278,968,The user was very friendly!,"3
"
732,775,760,Great!,"2
"
733,361,750,Overall positive experience,"4
"
734,701,800,The user's place was a perfect storage for my needs!,"2
"
735,676,853,The user's place was a perfect storage for my needs!,"5
"
736,717,122,The user was very friendly!,"3
"
737,228,504,Great communication!,"3
"
738,235,335,Great communication!,"5
"
739,481,530,The user's place was a perfect storage for my needs!,"2
"
740,669,719,The user was very friendly!,"4
"
741,636,937,Overall positive experience,"3
"
742,286,861,The user's place was a perfect storage for my needs!,"3
"
743,347,543,The user's place was a perfect storage for my needs!,"2
"
744,232,981,Great communication!,"5
"
745,950,746,The user's place was a perfect storage for my needs!,"4
"
746,127,600,Great communication!,"2
"
747,735,64,Overall positive experience,"4
"
748,259,919,The user was very friendly!,"4
"
749,966,864,The user was very friendly!,"3
"
750,478,439,The user's place was a perfect storage for my needs!,"3
"
751,482,15,Great!,"4
"
752,658,825,Overall positive experience,"5
"
753,147,653,Great!,"4
"
754,40,181,The user's place was a perfect storage for my needs!,"2
"
755,217,453,Great!,"4
"
756,667,415,The user's place was a perfect storage for my needs!,"4
"
757,348,126,The user's place was a perfect storage for my needs!,"5
"
758,162,428,Great!,"5
"
759,230,550,Great!,"3
"
760,300,322,Overall positive experience,"3
"
761,878,701,The user was very friendly!,"5
"
762,985,855,The user was very friendly!,"4
"
763,313,89,Great!,"3
"
764,871,293,Overall positive experience,"5
"
765,900,51,Great!,"4
"
766,971,349,Great communication!,"1
"
767,250,137,The user's place was a perfect storage for my needs!,"3
"
768,450,930,The user was very friendly!,"2
"
769,513,548,Great!,"2
"
770,880,586,The user was very friendly!,"4
"
771,607,622,Overall positive experience,"2
"
772,279,334,The user was very friendly!,"2
"
773,533,28,Overall positive experience,"2
"
774,571,811,Great!,"3
"
775,410,760,The user's place was a perfect storage for my needs!,"3
"
776,548,435,Overall positive experience,"3
"
777,832,65,The user was very friendly!,"3
"
778,903,685,Great communication!,"2
"
779,567,430,Great!,"3
"
780,521,733,Overall positive experience,"3
"
781,18,620,Great!,"3
"
782,893,880,Overall positive experience,"5
"
783,816,98,Overall positive experience,"4
"
784,288,515,Great communication!,"4
"
785,312,570,Great!,"2
"
786,149,693,Overall positive experience,"1
"
787,590,723,Overall positive experience,"1
"
788,128,504,The user's place was a perfect storage for my needs!,"5
"
789,412,856,The user was very friendly!,"3
"
790,611,87,Great communication!,"3
"
791,316,553,Great!,"1
"
792,875,812,The user was very friendly!,"1
"
793,65,323,Great!,"4
"
794,544,634,Overall positive experience,"4
"
795,159,626,The user's place was a perfect storage for my needs!,"1
"
796,937,27,The user's place was a perfect storage for my needs!,"3
"
797,646,628,Overall positive experience,"2
"
798,250,37,Great!,"1
"
799,637,579,Great!,"2
"
800,276,663,Overall positive experience,"5
"
801,816,450,Great communication!,"3
"
802,127,310,The user's place was a perfect storage for my needs!,"5
"
803,656,992,Great!,"2
"
804,255,22,Overall positive experience,"5
"
805,563,462,Great!,"3
"
806,956,840,Overall positive experience,"3
"
807,850,972,Great communication!,"3
"
808,445,824,Overall positive experience,"5
"
809,623,435,Great!,"3
"
810,627,58,The user was very friendly!,"4
"
811,124,459,Great!,"3
"
812,236,173,The user was very friendly!,"4
"
813,322,45,The user's place was a perfect storage for my needs!,"2
"
814,508,35,Great!,"1
"
815,192,823,The user was very friendly!,"3
"
816,984,885,The user was very friendly!,"5
"
817,946,320,Overall positive experience,"5
"
818,390,960,Great communication!,"2
"
819,965,426,The user's place was a perfect storage for my needs!,"5
"
820,568,778,The user was very friendly!,"3
"
821,341,715,Overall positive experience,"2
"
822,643,921,The user's place was a perfect storage for my needs!,"2
"
823,395,86,The user's place was a perfect storage for my needs!,"1
"
824,703,448,The user's place was a perfect storage for my needs!,"3
"
825,717,561,Overall positive experience,"1
"
826,784,776,Overall positive experience,"3
"
827,71,808,Overall positive experience,"4
"
828,271,331,Great!,"3
"
829,802,266,Great!,"2
"
830,133,727,Great communication!,"5
"
831,339,501,Great communication!,"1
"
832,719,182,Great!,"2
"
833,806,695,The user's place was a perfect storage for my needs!,"2
"
834,373,838,The user's place was a perfect storage for my needs!,"2
"
835,710,522,The user was very friendly!,"1
"
836,243,745,Great communication!,"1
"
837,347,117,The user's place was a perfect storage for my needs!,"2
"
838,292,793,The user was very friendly!,"2
"
839,962,857,The user was very friendly!,"5
"
840,350,597,Overall positive experience,"5
"
841,740,724,The user's place was a perfect storage for my needs!,"4
"
842,522,936,Overall positive experience,"4
"
843,237,507,Great communication!,"4
"
844,228,959,Great!,"4
"
845,801,314,Great!,"1
"
846,891,169,Great!,"4
"
847,267,558,Great communication!,"3
"
848,158,541,Overall positive experience,"5
"
849,394,808,Overall positive experience,"5
"
850,955,106,Great communication!,"3
"
851,42,322,The user's place was a perfect storage for my needs!,"4
"
852,881,900,The user's place was a perfect storage for my needs!,"1
"
853,969,530,Overall positive experience,"1
"
854,416,761,The user was very friendly!,"5
"
855,180,688,Overall positive experience,"5
"
856,424,546,The user was very friendly!,"3
"
857,552,246,The user's place was a perfect storage for my needs!,"3
"
858,487,713,Overall positive experience,"3
"
859,862,340,Great!,"5
"
860,728,107,Great!,"4
"
861,412,648,Overall positive experience,"3
"
862,614,758,The user was very friendly!,"5
"
863,495,243,Great!,"3
"
864,979,840,Overall positive experience,"1
"
865,387,799,The user was very friendly!,"1
"
866,825,669,Overall positive experience,"2
"
867,954,766,Great communication!,"5
"
868,228,923,The user was very friendly!,"2
"
869,477,998,Great!,"1
"
870,894,923,The user was very friendly!,"2
"
871,964,856,The user's place was a perfect storage for my needs!,"5
"
872,273,762,Overall positive experience,"2
"
873,904,846,Great communication!,"1
"
874,191,285,Great communication!,"2
"
875,4,846,Overall positive experience,"4
"
876,663,793,Great communication!,"5
"
877,215,135,Great!,"1
"
878,201,52,The user's place was a perfect storage for my needs!,"2
"
879,814,621,Overall positive experience,"2
"
880,138,6,The user's place was a perfect storage for my needs!,"1
"
881,598,338,Great communication!,"3
"
882,734,721,Great communication!,"4
"
883,804,267,The user was very friendly!,"5
"
884,182,191,Overall positive experience,"2
"
885,565,937,Great!,"1
"
886,95,739,The user's place was a perfect storage for my needs!,"5
"
887,445,810,Great!,"1
"
888,133,412,The user was very friendly!,"5
"
889,405,399,Great!,"2
"
890,250,258,Great!,"2
"
891,80,781,Great communication!,"3
"
892,584,520,Great communication!,"1
"
893,263,299,The user's place was a perfect storage for my needs!,"5
"
894,176,623,The user's place was a perfect storage for my needs!,"2
"
895,516,230,Great!,"3
"
896,7,483,The user's place was a perfect storage for my needs!,"5
"
897,569,372,The user was very friendly!,"1
"
898,128,743,Great communication!,"1
"
899,477,165,Overall positive experience,"5
"
900,340,830,The user's place was a perfect storage for my needs!,"1
"
901,166,380,Overall positive experience,"4
"
902,135,965,The user's place was a perfect storage for my needs!,"2
"
903,288,591,The user was very friendly!,"5
"
904,6,278,The user was very friendly!,"2
"
905,949,322,Overall positive experience,"4
"
906,854,479,Great communication!,"4
"
907,459,473,Great communication!,"2
"
908,554,517,Great!,"4
"
909,148,85,Great!,"3
"
910,269,222,Overall positive experience,"3
"
911,683,3,The user was very friendly!,"2
"
912,864,403,Overall positive experience,"1
"
913,139,87,The user was very friendly!,"4
"
914,364,43,Great communication!,"4
"
915,836,861,Great communication!,"3
"
916,644,859,Great!,"1
"
917,105,377,Overall positive experience,"4
"
918,203,997,Great!,"5
"
919,809,59,The user's place was a perfect storage for my needs!,"3
"
920,972,147,Great communication!,"5
"
921,991,430,Great communication!,"1
"
922,529,13,The user's place was a perfect storage for my needs!,"1
"
923,938,879,The user's place was a perfect storage for my needs!,"3
"
924,854,532,The user was very friendly!,"5
"
925,192,446,The user's place was a perfect storage for my needs!,"5
"
926,444,775,Great communication!,"4
"
927,322,6,Great!,"1
"
928,471,227,Great communication!,"4
"
929,65,225,Overall positive experience,"1
"
930,208,49,Great!,"1
"
931,758,75,Overall positive experience,"3
"
932,863,314,Overall positive experience,"2
"
933,293,440,The user was very friendly!,"2
"
934,789,936,The user's place was a perfect storage for my needs!,"4
"
935,711,908,The user was very friendly!,"4
"
936,651,271,The user's place was a perfect storage for my needs!,"1
"
937,832,315,Great!,"4
"
938,140,868,The user was very friendly!,"5
"
939,208,104,Great!,"5
"
940,429,292,Great!,"1
"
941,344,77,Overall positive experience,"4
"
942,330,172,The user's place was a perfect storage for my needs!,"1
"
943,810,479,Great!,"1
"
944,777,257,The user's place was a perfect storage for my needs!,"2
"
945,398,795,Great!,"2
"
946,567,698,Great communication!,"5
"
947,791,865,Great!,"5
"
948,34,412,The user's place was a perfect storage for my needs!,"4
"
949,390,806,Great communication!,"1
"
950,714,405,Great!,"3
"
951,940,786,Overall positive experience,"3
"
952,767,601,Great communication!,"2
"
953,40,27,Overall positive experience,"3
"
954,696,405,Overall positive experience,"4
"
955,602,598,The user's place was a perfect storage for my needs!,"3
"
956,412,469,Overall positive experience,"3
"
957,881,99,The user was very friendly!,"1
"
958,180,805,The user's place was a perfect storage for my needs!,"3
"
959,870,966,Great!,"4
"
960,881,624,Great communication!,"4
"
961,26,727,Great communication!,"3
"
962,733,44,The user was very friendly!,"3
"
963,948,428,The user was very friendly!,"2
"
964,929,115,Overall positive experience,"4
"
965,354,379,The user's place was a perfect storage for my needs!,"3
"
966,321,649,The user's place was a perfect storage for my needs!,"2
"
967,24,331,Overall positive experience,"5
"
968,267,380,Great communication!,"4
"
969,278,715,Overall positive experience,"2
"
970,124,947,Great!,"3
"
971,270,823,The user's place was a perfect storage for my needs!,"1
"
972,223,112,The user's place was a perfect storage for my needs!,"2
"
973,702,454,The user's place was a perfect storage for my needs!,"5
"
974,469,289,The user's place was a perfect storage for my needs!,"4
"
975,745,864,Great communication!,"5
"
976,45,532,The user was very friendly!,"5
"
977,640,113,The user's place was a perfect storage for my needs!,"5
"
978,73,577,The user's place was a perfect storage for my needs!,"3
"
979,244,612,Overall positive experience,"5
"
980,14,352,Great communication!,"2
"
981,966,845,Great communication!,"3
"
982,720,496,Great communication!,"1
"
983,257,760,Overall positive experience,"3
"
984,858,184,Great communication!,"4
"
985,537,907,Great!,"1
"
986,430,253,The user was very friendly!,"5
"
987,460,735,Great communication!,"4
"
988,533,995,The user was very friendly!,"5
"
989,771,192,Great!,"3
"
990,41,779,Great communication!,"2
"
991,313,331,The user's place was a perfect storage for my needs!,"3
"
992,24,605,Overall positive experience,"1
"
993,192,147,Great communication!,"1
"
994,361,422,Overall positive experience,"5
"
995,262,771,Overall positive experience,"4
"
996,38,81,The user was very friendly!,"4
"
997,897,165,The user was very friendly!,"4
"
998,70,559,The user was very friendly!,"1
"
999,867,994,Overall positive experience,"3
"
1000,746,455,Great communication!,3
