0,1,2,3,4,5
522,391,San Jos,06-08-2022,87.34,"9989
"
523,899,Milwaukee,06-29-2022,71.76,"3775
"
524,532,Nouakchott,08-26-2022,30.15,"1241
"
525,597,Chittagong,12-16-2021,9.67,"4480
"
526,497,Dongguan,12-05-2021,88.6,"4861
"
527,808,Semarang,07-08-2022,44.52,"5806
"
528,592,Kingston,08-13-2022,65.88,"8541
"
529,640,Monaco,10-09-2022,57.63,"1987
"
530,479,Colombo,11-09-2021,13.17,"3157
"
531,220,Chihuahua,09-18-2022,26.71,"2781
"
532,648,Providence,05-27-2022,24.25,"4522
"
533,76,Brikama,02-19-2022,99.43,"5617
"
534,299,Harare,03-18-2022,93.57,"8045
"
535,661,Kanpur,11-11-2021,34.44,"1885
"
536,924,Hobart,03-05-2022,91.69,"2648
"
537,404,Batticaloa,10-02-2022,48.49,"1051
"
538,244,Novosibirsk,06-25-2022,91.95,"2449
"
539,659,New Delhi,09-03-2022,45.34,"7344
"
540,438,Rawalpindi,02-22-2022,51.11,"8423
"
541,630,Barcelona,04-26-2022,15.59,"2084
"
542,982,Changchun,05-20-2022,41.93,"1289
"
543,552,Birmingham,04-16-2022,63.93,"3503
"
544,458,Anadyr (town),12-08-2021,45.53,"7099
"
545,263,Fukuoka,02-11-2022,94.87,"7350
"
546,668,Manzini,09-18-2022,54.89,"3396
"
547,281,Dhaka,04-04-2022,79.07,"5549
"
548,374,Mrida,10-29-2022,22.24,"5953
"
549,905,Bangkok,10-15-2022,25.85,"1429
"
550,399,Multan,08-19-2022,19.21,"2972
"
551,458,Jayapura,10-11-2022,59.13,"7881
"
552,549,Malacca Town,07-12-2022,6.61,"3182
"
553,570,Tianjin,12-21-2021,30.3,"3246
"
554,714,Port-au-Prince,08-03-2022,56.33,"5320
"
555,795,Adak,07-25-2022,16.3,"4840
"
556,999,Phnom Penh,11-29-2021,90.64,"4345
"
557,855,Bridgetown,04-28-2022,38.18,"8053
"
558,537,Dsseldorf,10-27-2022,31.34,"1227
"
559,265,Tijuana,12-03-2021,65.97,"5059
"
560,918,Sabha,03-12-2022,99.7,"1418
"
561,372,Pelotas,10-27-2022,42.56,"9695
"
562,469,Kuwait City,06-09-2022,5.38,"2050
"
563,721,Novosibirsk,03-16-2022,100.44,"6702
"
564,938,Salt Lake City,02-04-2022,57.43,"9916
"
565,768,Port Louis,06-13-2022,58.79,"5406
"
566,707,Pyongyang,09-29-2022,88.43,"3657
"
567,8,Sydney,08-31-2022,84.44,"7886
"
568,610,Saint Petersburg,12-09-2021,23.95,"910
"
569,911,Dakar,02-09-2022,66.08,"9548
"
570,985,Cleveland,06-15-2022,5.42,"1786
"
571,128,Dakar,04-16-2022,97.89,"470
"
572,815,Saint John,03-03-2022,64.93,"9021
"
573,302,Nicosia,06-25-2022,82.1,"3911
"
574,420,Magadan,07-16-2022,98,"5260
"
575,478,Amsterdam,10-01-2022,19.25,"5237
"
576,215,Punta Arenas,12-21-2021,27.33,"1875
"
577,741,Melekeok,07-19-2022,90.62,"1901
"
578,469,Rabat,01-26-2022,10.91,"2100
"
579,76,Marseille,12-06-2021,1,"8224
"
580,135,Washington,05-11-2022,24.33,"8054
"
581,312,Lyon,06-21-2022,44.2,"2916
"
582,110,Paris,06-10-2022,96.69,"8125
"
583,815,Djibouti (city),11-20-2021,5.02,"3647
"
584,264,Mecca,11-02-2021,40.29,"5870
"
585,675,Makati City,11-19-2021,45.67,"8182
"
586,592,Jayapura,04-24-2022,52.28,"9133
"
587,34,Mwanza,09-21-2022,87.48,"9673
"
588,930,Edmonton,07-04-2022,45.11,"7737
"
589,334,Malm,06-28-2022,80.48,"3703
"
590,999,Kingstown,07-31-2022,60.33,"9823
"
591,767,The Hague,05-30-2022,40.83,"6858
"
592,164,Rochester,07-28-2022,20.23,"8090
"
593,467,Honiara,09-24-2022,21.66,"6766
"
594,259,Xi'an,11-11-2021,87.18,"2846
"
595,781,Dublin,07-03-2022,56.14,"7357
"
596,827,Tabriz,02-10-2022,46.07,"7372
"
597,200,El Paso,04-02-2022,85.92,"8722
"
598,230,Munich,12-28-2021,93.13,"3108
"
599,831,Dededo,02-22-2022,80.49,"364
"
600,868,Dili,01-10-2022,61.06,"1063
"
601,988,Raleigh,07-08-2022,42.36,"5834
"
602,714,Johor Bahru,04-06-2022,72.78,"5350
"
603,507,Bergen,03-21-2022,44.65,"4771
"
604,960,Makassar,07-01-2022,23.4,"6462
"
605,600,San Juan,08-23-2022,47.26,"5428
"
606,947,Arbil,06-16-2022,20.97,"5289
"
607,461,Denpasar,07-21-2022,22.82,"646
"
608,608,Lilongwe,05-11-2022,55.44,"6284
"
609,780,Campo Grande,12-07-2021,77.18,"1814
"
610,805,Split (city),06-02-2022,68.19,"2875
"
611,188,Porto,04-18-2022,57.09,"8205
"
612,155,Freetown,02-26-2022,59.02,"4467
"
613,113,Ludhiana,08-16-2022,71.13,"8321
"
614,729,Atlanta,05-05-2022,97.58,"1184
"
615,650,Ljubljana,05-24-2022,71.51,"4620
"
616,269,Gibraltar,04-12-2022,72.98,"7752
"
617,662,Malang,02-28-2022,3.22,"9510
"
618,449,San Jos,09-05-2022,77.88,"7312
"
619,984,Bandung,01-21-2022,45.63,"5037
"
620,211,Majuro,06-13-2022,80.38,"1926
"
621,48,Oranjestad,07-23-2022,2.77,"849
"
622,838,Chaguanas,09-21-2022,55.98,"8727
"
623,196,Rotterdam,02-20-2022,97.02,"1217
"
624,160,Nairobi,02-19-2022,31.93,"357
"
625,876,Buenos Aires,12-15-2021,84.04,"4123
"
626,698,Timbuktu,02-24-2022,4.69,"6611
"
627,487,Maputo,12-05-2021,58.38,"8481
"
628,149,Recife,05-24-2022,57.74,"8530
"
629,925,Yellowknife,06-04-2022,7.57,"8313
"
630,685,Xi'an,09-19-2022,92.03,"2537
"
631,810,Daegu,12-14-2021,4.8,"7373
"
632,273,Chicago,09-23-2022,84.44,"4025
"
633,902,Mersin,07-03-2022,22.06,"6815
"
634,872,Nanjing,02-14-2022,84.23,"2801
"
635,315,Ouagadougou,06-12-2022,90.81,"8120
"
636,478,Addis Ababa,10-27-2022,70.78,"2724
"
637,211,Gibraltar,07-08-2022,54.4,"9724
"
638,72,Lviv,09-11-2022,23.3,"5023
"
639,214,Hanoi,04-11-2022,46.12,"1602
"
640,69,Maseru,10-02-2022,57.97,"2912
"
641,879,Antwerp,11-24-2021,17.66,"344
"
642,757,Weno,06-05-2022,19.24,"5827
"
643,12,Bandar Seri Begawan,02-19-2022,48.77,"6524
"
644,823,Newcastle,10-18-2022,7.93,"7538
"
645,194,Jayapura,05-09-2022,12.96,"2465
"
646,588,Bangui,10-14-2022,93,"9852
"
647,852,Assis,09-06-2022,57.43,"3615
"
648,140,Handan,01-02-2022,60.22,"2774
"
649,591,Manchester,03-22-2022,41.13,"3307
"
650,514,Kobe,06-24-2022,76.66,"3798
"
651,255,Petropavlovsk-Kamchatsky,11-04-2021,37.54,"583
"
652,595,Hanoi,02-02-2022,78.42,"2352
"
653,793,Chiinu,12-10-2021,94.11,"5133
"
654,933,Braslia,01-24-2022,22.11,"1957
"
655,824,Rockhampton,11-20-2021,97.32,"3033
"
656,394,Novosibirsk,10-04-2022,14.13,"622
"
657,758,Ulan Bator,02-04-2022,96.13,"3650
"
658,411,Puebla,11-05-2021,1.48,"7309
"
659,148,Norilsk,04-04-2022,19.53,"6523
"
660,961,Macau,12-25-2021,76.96,"161
"
661,319,N'Djamena,03-24-2022,24.98,"1062
"
662,91,Phnom Penh,02-28-2022,10.84,"6007
"
663,375,Lima,09-13-2022,12.69,"2650
"
664,554,The Hague,06-23-2022,41.13,"3276
"
665,419,Dhaka,08-26-2022,84.33,"154
"
666,261,Thimphu,04-12-2022,37.08,"2296
"
667,270,Leipzig,05-06-2022,47.79,"6516
"
668,644,Calama,09-12-2022,74.08,"9546
"
669,326,Port Elizabeth,06-15-2022,54.47,"4915
"
670,351,Anadyr (town),04-14-2022,39.4,"3045
"
671,85,Kawasaki,07-14-2022,17.2,"2034
"
672,504,Colombo,04-28-2022,8.48,"9762
"
673,620,Wuhan,01-21-2022,24.07,"6618
"
674,958,Riyadh,09-19-2022,64.55,"3250
"
675,857,Espoo,09-07-2022,28.52,"1739
"
676,548,Iquitos,07-27-2022,44.91,"2954
"
677,545,Ciudad del Este,03-24-2022,79.35,"6637
"
678,381,Wonsan,07-21-2022,7.68,"9382
"
679,354,Nairobi,07-25-2022,22.84,"5638
"
680,76,Manila,12-05-2021,33.93,"6007
"
681,788,Cartagena,07-17-2022,99.56,"9422
"
682,219,Barcelona,05-10-2022,52.18,"3967
"
683,342,Pretoria,11-04-2021,97.25,"7079
"
684,684,Zagreb,05-19-2022,80.9,"3259
"
685,117,Koulikoro,02-09-2022,34.53,"9656
"
686,830,Manama,01-22-2022,94.19,"4315
"
687,326,Malacca Town,03-02-2022,31.62,"5465
"
688,15,Wellington,09-28-2022,82.66,"2324
"
689,413,Paris,08-10-2022,86.6,"1449
"
690,376,Durban,08-18-2022,1.32,"5082
"
691,216,Lhasa,12-04-2021,86.51,"4331
"
692,513,Algiers,12-20-2021,16.53,"9365
"
693,982,Cleveland,12-06-2021,1.67,"4946
"
694,51,Chicago,11-03-2021,65.97,"1667
"
695,869,Samara,03-09-2022,60.63,"243
"
696,87,Quito,12-15-2021,18.93,"3919
"
697,16,San Juan,03-25-2022,75.86,"7081
"
698,227,Bandung,02-14-2022,3.25,"2380
"
699,665,Kabul,05-22-2022,20,"7550
"
700,314,Lhasa,01-30-2022,76.04,"4227
"
701,594,Berlin,05-05-2022,47.08,"8222
"
702,826,Portland,08-13-2022,69.82,"8677
"
703,567,Nagoya,10-02-2022,85.26,"2339
"
704,364,Kolkata,11-19-2021,61.9,"1738
"
705,756,Moscow,03-18-2022,85.28,"4664
"
706,406,Thessaloniki,03-13-2022,61.8,"9807
"
707,108,Panama City,11-19-2021,66.48,"6342
"
708,572,Mashhad,10-24-2022,42.43,"8762
"
709,358,Edmonton,07-09-2022,71.55,"6796
"
710,541,Fort-de-France,08-05-2022,70.34,"5148
"
711,422,Hanoi,08-05-2022,48.2,"550
"
712,135,Douala,05-11-2022,16.99,"8987
"
713,93,Recife,03-22-2022,79.49,"570
"
714,485,Nagpur,01-31-2022,30.69,"4609
"
715,289,Bloemfontein,07-22-2022,33.68,"2642
"
716,956,London,05-26-2022,11.8,"3224
"
717,471,Santiago,03-17-2022,70.04,"7188
"
718,571,Seoul,07-16-2022,20.63,"7372
"
719,229,Chu,11-06-2021,78.29,"7696
"
720,318,New Delhi,01-06-2022,67.79,"1947
"
721,337,Nakhon Ratchasima,07-24-2022,73.91,"3347
"
722,557,Jacksonville,09-20-2022,24.11,"1449
"
723,86,Nassau,10-10-2022,79.94,"4009
"
724,898,Yaound,04-06-2022,12.58,"6573
"
725,962,Indianapolis,02-26-2022,42.26,"1466
"
726,751,Siem Reap,02-03-2022,15.13,"3042
"
727,567,San Salvador,10-26-2022,93.66,"4758
"
728,128,Marrakech,12-10-2021,70.37,"1761
"
729,312,Fairbanks,04-10-2022,93.19,"1761
"
730,849,Vladivostok,08-11-2022,10.81,"3159
"
731,261,Rawalpindi,07-24-2022,14.43,"3964
"
732,129,Jeddah,01-15-2022,3.92,"3274
"
733,886,Bogot,08-01-2022,84.81,"983
"
734,892,Ibadan,05-18-2022,14.56,"2959
"
735,267,Beirut,08-04-2022,20.37,"5136
"
736,395,Hamburg,08-24-2022,55.23,"6450
"
737,492,Monterrey,03-19-2022,51.59,"6284
"
738,645,Jakarta,01-06-2022,11.19,"9204
"
739,498,Anadyr (town),02-08-2022,41.46,"427
"
740,297,Hanoi,10-29-2022,49.96,"4840
"
741,268,Ulan Bator,02-12-2022,73.38,"1685
"
742,862,Naples,10-29-2022,56.26,"3114
"
743,32,Xining,08-15-2022,10.98,"6918
"
744,363,Rio de Janeiro,03-31-2022,67.92,"1264
"
745,661,Maseru,10-31-2022,52.24,"9489
"
746,599,Miri,02-24-2022,18.92,"8722
"
747,915,Kobe,08-12-2022,42.35,"7496
"
748,413,Santo Domingo,05-03-2022,1.9,"5219
"
749,272,Athens,10-17-2022,65.47,"6082
"
750,721,Johannesburg,02-19-2022,22.56,"570
"
751,994,George Town,11-23-2021,84.34,"6150
"
752,860,Port Hedland,10-09-2022,49.71,"5975
"
753,911,Libreville,08-30-2022,70.56,"1598
"
754,988,Toulouse,12-28-2021,32.2,"7013
"
755,201,Karachi,11-06-2021,38.01,"1744
"
756,515,Blantyre,01-21-2022,16.84,"8408
"
757,375,Andorra la Vella,11-18-2021,43.68,"850
"
758,660,El Aain,05-13-2022,57.24,"7108
"
759,558,Saint Petersburg,06-03-2022,37.9,"9512
"
760,642,Kiev,09-06-2022,96.27,"4274
"
761,226,Bratislava,05-31-2022,57.18,"7213
"
762,80,Mbabane,06-28-2022,34.47,"9173
"
763,868,Bandar Seri Begawan,03-18-2022,91.67,"7729
"
764,206,Louisville,10-23-2022,3.05,"6233
"
765,296,Chengdu,10-10-2022,34.72,"6827
"
766,893,Innsbruck,12-06-2021,60.31,"9474
"
767,637,Ljubljana,01-21-2022,33.51,"8625
"
768,666,Mamoudzou,10-01-2022,64.66,"8489
"
769,674,Hanover,11-25-2021,81.32,"2818
"
770,10,Abu Dhabi,10-28-2022,65.57,"225
"
771,918,Lyon,02-13-2022,94.35,"8011
"
772,196,Barranquilla,12-20-2021,55.42,"488
"
773,727,Okinawa,05-25-2022,92.58,"300
"
774,20,Kota Bharu,12-19-2021,2.68,"466
"
775,25,Wichita,01-01-2022,26.08,"2574
"
776,397,Mata-Utu,05-28-2022,32.81,"1241
"
777,240,Almaty,07-05-2022,75.52,"1031
"
778,116,Frankfurt,08-09-2022,27.02,"4618
"
779,363,Surat,03-24-2022,71.23,"251
"
780,961,Mashhad,05-11-2022,31.33,"681
"
781,370,Pyongyang,01-12-2022,94.35,"946
"
782,560,Cairo,10-03-2022,76.32,"8779
"
783,462,Minneapolis,06-29-2022,38.99,"5002
"
784,546,Tianjin,02-25-2022,75.91,"7313
"
785,952,Albuquerque,08-05-2022,48.52,"689
"
786,966,Chaguanas,09-27-2022,54.26,"4499
"
787,667,Fukuoka,11-24-2021,93.87,"1679
"
788,66,Hamburg,01-30-2022,86.82,"1976
"
789,680,Singapore,06-01-2022,81.32,"3465
"
790,428,Makassar,07-04-2022,89.08,"4032
"
791,234,Antofagasta,04-04-2022,38.2,"3612
"
792,814,Accra,02-03-2022,67.31,"9439
"
793,376,Invercargill,02-16-2022,1.13,"3314
"
794,558,Louisville,12-17-2021,93.7,"1797
"
795,169,Yokohama,05-22-2022,7.51,"544
"
796,829,Port Vila,03-20-2022,66.3,"9049
"
797,115,Barcelona,03-04-2022,1.7,"6053
"
798,10,Abu Dhabi,04-04-2022,85.95,"6635
"
799,777,Multan,04-15-2022,67.09,"425
"
800,626,Rome,02-12-2022,18.77,"5334
"
801,847,Surat,05-03-2022,99.53,"4553
"
802,484,Moscow,03-28-2022,49.6,"3590
"
803,91,Porto-Novo,03-03-2022,36.89,"8292
"
804,543,Louisville,04-11-2022,33.79,"7154
"
805,579,Bursa,08-26-2022,94.54,"2206
"
806,723,Rosario,09-09-2022,34.36,"4080
"
807,781,Labasa,10-21-2022,63.02,"7254
"
808,953,Newcastle,05-23-2022,86.13,"6042
"
809,285,Hyderabad,02-14-2022,62.64,"1139
"
810,916,Split (city),12-16-2021,46.7,"3142
"
811,435,Tijuana,10-22-2022,79.55,"1078
"
812,579,Shenzhen,07-27-2022,31.88,"2679
"
813,154,Hilo,04-07-2022,91.46,"7889
"
814,402,Tripoli,07-22-2022,28.74,"3012
"
815,295,Guayaquil,07-29-2022,19.07,"8216
"
816,747,Manzini,04-20-2022,85.02,"38
"
817,140,Hanover,07-31-2022,80.02,"9223
"
818,434,Davao City,02-14-2022,40.5,"4924
"
819,615,Honolulu,04-22-2022,21.85,"1299
"
820,988,Manama,12-05-2021,24.28,"3625
"
821,608,Dibrugarh,12-23-2021,9.48,"539
"
822,594,Gaziantep,08-15-2022,2.55,"8720
"
823,469,New York City,02-10-2022,86.46,"5811
"
824,726,Tirana,09-03-2022,26.47,"1677
"
825,223,Labasa,03-12-2022,25.35,"2383
"
826,780,Yangon,09-17-2022,25.56,"9990
"
827,990,Harare,06-27-2022,75.99,"4521
"
828,434,Stuttgart,02-05-2022,62.72,"8032
"
829,875,Astana,01-22-2022,60.81,"6904
"
830,400,City of San Marino,01-15-2022,81.57,"563
"
831,63,Strasbourg,12-08-2021,2.75,"4630
"
832,592,Gaza,01-14-2022,12.84,"8503
"
833,238,Gaziantep,05-28-2022,31.09,"2774
"
834,162,Nouma,04-23-2022,75.31,"8648
"
835,417,Jaipur,11-04-2021,46.87,"4961
"
836,262,Tampa,06-18-2022,80.81,"3590
"
837,718,Port Elizabeth,06-06-2022,59.52,"7692
"
838,447,Dresden,08-22-2022,30.57,"2469
"
839,717,Lahore,06-20-2022,63.91,"3161
"
840,955,Mashhad,06-10-2022,9.28,"6686
"
841,964,Timbuktu,03-21-2022,69.73,"7687
"
842,248,Philadelphia,02-25-2022,60.77,"8599
"
843,904,Lanzhou,03-19-2022,49.01,"5136
"
844,797,Padang,11-16-2021,32.2,"9379
"
845,51,So Paulo,01-14-2022,67.55,"6827
"
846,231,Columbus,12-10-2021,1.2,"7464
"
847,1,Banda Aceh,03-08-2022,20.09,"5549
"
848,490,Port Vila,07-02-2022,44.6,"9035
"
849,560,Port Hedland,08-15-2022,9.13,"7881
"
850,437,Saskatoon,04-24-2022,15.08,"3004
"
851,609,Minneapolis,06-12-2022,63.67,"8214
"
852,777,Nukulaelae,12-02-2021,5.85,"2734
"
853,900,Dodoma,10-17-2022,94.16,"9618
"
854,729,Tripoli,07-28-2022,37.68,"6249
"
855,319,Bamako,01-28-2022,80.44,"5340
"
856,246,Podgorica,03-01-2022,96.2,"4912
"
857,343,Paris,06-27-2022,36.16,"5433
"
858,557,Yerevan,07-26-2022,92.4,"5856
"
859,535,Norilsk,06-27-2022,7.97,"4897
"
860,157,Willemstad,07-03-2022,20.71,"5524
"
861,10,Bandung,12-29-2021,38.99,"476
"
862,643,Conakry,07-06-2022,88.65,"1945
"
863,549,Luxor,05-03-2022,28.66,"2867
"
864,86,Zapopan,10-02-2022,43.54,"2969
"
865,921,Konya,03-28-2022,64.38,"77
"
866,607,Gaborone,02-19-2022,22.45,"3254
"
867,226,Mlaga,05-22-2022,97.82,"9798
"
868,39,Petropavlovsk-Kamchatsky,02-24-2022,44.28,"2550
"
869,430,Yokohama,03-06-2022,90.26,"8485
"
870,455,Yellowknife,03-18-2022,2.56,"7755
"
871,882,Changchun,06-30-2022,92.33,"6170
"
872,552,Miami,10-31-2022,50.27,"2832
"
873,559,Alofi,05-07-2022,85.27,"8080
"
874,1,Dibrugarh,03-07-2022,70.34,"6598
"
875,733,Barcelona,02-19-2022,54.3,"2572
"
876,343,Mandurah,02-15-2022,43.67,"2159
"
877,788,Fortaleza,04-17-2022,24.42,"8048
"
878,984,Hagta,05-07-2022,51.9,"7865
"
879,415,Majuro,11-14-2021,15.21,"5801
"
880,240,Avarua,05-19-2022,74.79,"7578
"
881,463,Tijuana,09-18-2022,79.49,"5795
"
882,713,Phuket (city),11-23-2021,36.36,"9166
"
883,169,New Orleans,11-02-2021,1.1,"1350
"
884,339,Apia,11-08-2021,27.27,"2370
"
885,520,Nizhny Novgorod,12-19-2021,9.53,"4986
"
886,139,Abu Dhabi,10-19-2022,67.2,"4049
"
887,503,Kathmandu,07-16-2022,82.78,"281
"
888,718,Belmopan,08-14-2022,2.82,"4258
"
889,289,Blantyre,02-15-2022,27.44,"433
"
890,416,New Orleans,11-13-2021,22.79,"1315
"
891,8,Sitka,03-20-2022,2.05,"6961
"
892,875,Istanbul,04-05-2022,63.11,"2427
"
893,277,Kawasaki,08-26-2022,69.96,"1507
"
894,203,Nassau,07-31-2022,44.71,"4527
"
895,235,Marseille,07-17-2022,55.98,"1076
"
896,469,Kharkiv,11-21-2021,23.55,"2562
"
897,680,Almaty,05-08-2022,72.84,"8408
"
898,190,Salt Lake City,12-27-2021,51.54,"1967
"
899,387,Athens,06-21-2022,28.23,"7845
"
900,480,Ljubljana,12-08-2021,58.24,"6206
"
901,408,Jinan,10-31-2022,29.24,"6436
"
902,208,Tagbilaran,10-13-2022,56.97,"4725
"
903,66,Baghdad,10-02-2022,74.35,"6124
"
904,700,Ljubljana,12-08-2021,85.65,"712
"
905,845,Tehran,11-26-2021,59.22,"187
"
906,756,Rome,04-02-2022,12.09,"3155
"
907,122,Kaohsiung,02-07-2022,24.46,"3871
"
908,99,Mersin,08-28-2022,86.19,"5748
"
909,437,Aarhus,12-07-2021,81.51,"662
"
910,150,Gaza,10-08-2022,33.6,"8151
"
911,323,Luxembourg (city),01-12-2022,98.84,"8970
"
912,367,Kingston,11-27-2021,20.07,"6137
"
913,347,rmqi,01-25-2022,60.45,"2124
"
914,589,Macei,08-01-2022,53.63,"7182
"
915,469,Nanning,11-15-2021,8.04,"3777
"
916,492,Beirut,05-21-2022,29.31,"5532
"
917,24,Multan,05-17-2022,23.47,"2389
"
918,834,Pago Pago,03-13-2022,90.64,"2065
"
919,334,Managua,11-04-2021,43.6,"2344
"
920,394,Antananarivo,09-19-2022,73.18,"818
"
921,233,Pattaya,08-30-2022,59.08,"7390
"
922,848,Turin,03-17-2022,9.39,"6046
"
923,137,Apia,02-27-2022,35.89,"3184
"
924,878,Hiroshima,02-10-2022,14.03,"3777
"
925,253,Tunis,02-19-2022,15.12,"8798
"
926,395,Cardiff,02-28-2022,26.5,"3411
"
927,565,Kawasaki,04-04-2022,15.86,"5778
"
928,436,Macap,10-03-2022,43.4,"703
"
929,127,Reykjavk,09-19-2022,7.35,"7762
"
930,755,Vaduz,04-14-2022,89.34,"6439
"
931,312,Dongguan,11-14-2021,49.73,"1493
"
932,37,Pago Pago,03-11-2022,98.28,"8501
"
933,375,Incheon,04-30-2022,9.38,"293
"
934,656,Koulikoro,07-22-2022,70.92,"8513
"
935,530,Fortaleza,06-03-2022,91.89,"6440
"
936,903,Atlanta,09-20-2022,96.22,"2213
"
937,194,Nanning,01-15-2022,22.65,"5173
"
938,424,Chittagong,06-11-2022,98.07,"1553
"
939,298,Lhasa,07-07-2022,1.33,"1402
"
940,312,New Orleans,02-16-2022,41.69,"7690
"
941,298,St. George's,04-20-2022,70.27,"714
"
942,871,Abidjan,06-18-2022,8.42,"5302
"
943,77,Amsterdam,05-13-2022,36.15,"7166
"
944,346,St. George's,04-18-2022,1.65,"1157
"
945,385,Porto Alegre,02-05-2022,58.71,"230
"
946,21,Macei,05-28-2022,97.33,"356
"
947,403,Pelotas,03-08-2022,19.89,"725
"
948,460,Gothenburg,03-04-2022,94.51,"6478
"
949,604,Labasa,11-24-2021,19.48,"4323
"
950,599,Road Town,05-27-2022,7.08,"6223
"
951,857,Lanzhou,01-17-2022,28.39,"6549
"
952,803,Ponta Delgada,03-07-2022,36.7,"2394
"
953,947,Paris,11-17-2021,71.97,"5328
"
954,306,Dubai,09-23-2022,11.22,"4101
"
955,657,Gdask,12-23-2021,40.46,"2910
"
956,230,Dalian,04-06-2022,100.47,"8500
"
957,805,Makassar,10-25-2022,85.12,"2953
"
958,471,Santa Cruz de Tenerife,12-11-2021,77.08,"7021
"
959,547,Yangon,07-30-2022,50.8,"8463
"
960,897,Jerusalem,01-11-2022,57.16,"4892
"
961,329,Almaty,11-22-2021,99.05,"2085
"
962,683,Mendoza,07-24-2022,25.36,"3248
"
963,640,Mata-Utu,10-10-2022,90.52,"7239
"
964,736,Boston,12-09-2021,1.32,"7230
"
965,437,Nagpur,06-01-2022,77.82,"3637
"
966,425,Alofi,10-30-2022,74.14,"9964
"
967,466,Miri,11-25-2021,69.79,"8471
"
968,868,Gothenburg,09-01-2022,51.95,"9493
"
969,881,Medan,04-22-2022,27.64,"2479
"
970,336,Monaco,10-19-2022,79.8,"1258
"
971,527,Campinas,10-16-2022,15.11,"4006
"
972,354,Karachi,01-09-2022,43.85,"8277
"
973,281,Durban,02-05-2022,72.05,"7347
"
974,116,Yokohama,03-14-2022,90.35,"7309
"
975,468,Mumbai,05-18-2022,32.65,"2354
"
976,479,Iquitos,10-31-2022,27.33,"6001
"
977,319,Dsseldorf,02-05-2022,6.27,"4613
"
978,603,Miri,06-21-2022,23.82,"3642
"
979,559,City of San Marino,12-29-2021,28.88,"1588
"
980,344,Belfast,06-15-2022,69.68,"6030
"
981,855,La Paz,05-17-2022,2.52,"7021
"
982,765,Belgrade,11-12-2021,59.08,"7572
"
983,88,Auckland,03-08-2022,22.86,"2327
"
984,580,Manzini,09-06-2022,54.8,"2887
"
985,53,Rockhampton,01-19-2022,9.92,"972
"
986,997,Lilongwe,02-23-2022,53.49,"7752
"
987,101,Yaren District,03-21-2022,30.6,"8695
"
988,910,Belm,04-22-2022,97.06,"3202
"
989,727,Quito,02-09-2022,47.46,"4413
"
990,216,San Francisco,09-05-2022,48.82,"8416
"
991,559,Kano,06-28-2022,77.41,"658
"
992,152,Tallinn,08-25-2022,41.35,"1040
"
993,595,Bangui,04-19-2022,97.6,"9949
"
994,448,Cannes,02-21-2022,1.18,"2813
"
995,620,Guadalajara,07-25-2022,34.99,"8469
"
996,911,Multan,09-17-2022,88.45,"4584
"
997,700,Salzburg,09-19-2022,58.63,"8020
"
998,868,Tallinn,04-30-2022,44.82,"7361
"
999,659,Belm,02-07-2022,84.63,"9061
"
1000,543,Taiyuan,10-31-2022,90.99,3918
