0,1,2,3,4
719,338,698,Was easy to find!,"2
"
720,722,373,Great!,"3
"
721,978,357,Overall positive experience,"5
"
722,827,631,The place was clean!,"5
"
723,155,405,The place was a perfect storage for my needs!,"3
"
724,912,147,The place was a perfect storage for my needs!,"5
"
725,34,661,Was easy to find!,"2
"
726,552,789,The place was clean!,"3
"
727,817,346,Great!,"2
"
728,75,172,Great!,"5
"
729,799,737,Overall positive experience,"3
"
730,454,804,The place was a perfect storage for my needs!,"3
"
731,911,996,Great!,"2
"
732,21,183,The place was clean!,"5
"
733,305,81,The place was a perfect storage for my needs!,"4
"
734,397,2,Was easy to find!,"4
"
735,428,32,Great!,"2
"
736,369,467,The place was a perfect storage for my needs!,"5
"
737,657,943,Great!,"5
"
738,424,566,Was easy to find!,"3
"
739,923,452,Great!,"2
"
740,395,758,Great!,"5
"
741,6,178,Was easy to find!,"4
"
742,98,599,Was easy to find!,"4
"
743,52,476,Overall positive experience,"2
"
744,495,84,Great!,"2
"
745,85,540,Was easy to find!,"3
"
746,526,876,Great!,"4
"
747,163,834,The place was clean!,"5
"
748,846,542,The place was a perfect storage for my needs!,"2
"
749,776,406,The place was clean!,"5
"
750,983,681,Overall positive experience,"2
"
751,2,687,The place was a perfect storage for my needs!,"3
"
752,416,971,The place was a perfect storage for my needs!,"2
"
753,550,211,Was easy to find!,"5
"
754,861,373,The place was clean!,"2
"
755,165,750,Overall positive experience,"4
"
756,991,406,Great!,"2
"
757,144,128,The place was clean!,"2
"
758,494,589,Overall positive experience,"3
"
759,529,504,The place was a perfect storage for my needs!,"5
"
760,23,99,Great!,"5
"
761,120,560,Was easy to find!,"3
"
762,183,968,Was easy to find!,"3
"
763,617,496,The place was clean!,"2
"
764,228,379,The place was a perfect storage for my needs!,"5
"
765,329,62,The place was clean!,"3
"
766,880,451,Was easy to find!,"5
"
767,377,440,The place was clean!,"2
"
768,427,18,The place was a perfect storage for my needs!,"3
"
769,889,960,The place was a perfect storage for my needs!,"5
"
770,926,582,Overall positive experience,"5
"
771,303,142,Great!,"3
"
772,940,315,The place was clean!,"3
"
773,766,877,Great!,"5
"
774,233,349,The place was a perfect storage for my needs!,"5
"
775,713,63,Overall positive experience,"4
"
776,158,260,Great!,"2
"
777,726,249,Great!,"4
"
778,104,500,Great!,"4
"
779,943,796,Was easy to find!,"2
"
780,396,590,Overall positive experience,"2
"
781,995,781,The place was clean!,"3
"
782,381,413,The place was clean!,"3
"
783,616,875,The place was clean!,"5
"
784,353,266,The place was a perfect storage for my needs!,"3
"
785,945,318,Great!,"2
"
786,636,815,Overall positive experience,"3
"
787,723,489,Great!,"5
"
788,863,460,Was easy to find!,"3
"
789,400,213,Overall positive experience,"4
"
790,81,411,Was easy to find!,"3
"
791,101,967,Overall positive experience,"3
"
792,904,303,Great!,"5
"
793,403,229,The place was a perfect storage for my needs!,"4
"
794,22,811,The place was a perfect storage for my needs!,"4
"
795,287,433,Great!,"5
"
796,585,530,Overall positive experience,"5
"
797,827,62,Overall positive experience,"3
"
798,364,771,Overall positive experience,"4
"
799,341,844,Was easy to find!,"4
"
800,77,61,The place was clean!,"2
"
801,617,934,Great!,"4
"
802,166,243,Great!,"4
"
803,212,43,The place was a perfect storage for my needs!,"5
"
804,624,957,Great!,"4
"
805,993,251,Overall positive experience,"4
"
806,115,446,Overall positive experience,"4
"
807,71,795,Great!,"4
"
808,486,129,Great!,"5
"
809,517,937,The place was a perfect storage for my needs!,"2
"
810,453,14,Great!,"2
"
811,684,43,Great!,"2
"
812,210,676,Overall positive experience,"2
"
813,590,573,Overall positive experience,"5
"
814,350,547,Great!,"3
"
815,383,858,Was easy to find!,"4
"
816,392,584,The place was a perfect storage for my needs!,"5
"
817,730,832,Overall positive experience,"3
"
818,846,377,The place was clean!,"3
"
819,1,783,The place was a perfect storage for my needs!,"2
"
820,111,680,Was easy to find!,"5
"
821,437,208,The place was a perfect storage for my needs!,"4
"
822,562,593,Great!,"2
"
823,326,666,Was easy to find!,"3
"
824,791,546,Overall positive experience,"3
"
825,547,268,The place was clean!,"5
"
826,82,851,The place was a perfect storage for my needs!,"4
"
827,503,947,Was easy to find!,"5
"
828,391,586,Overall positive experience,"4
"
829,452,336,The place was a perfect storage for my needs!,"4
"
830,538,388,Overall positive experience,"5
"
831,420,530,Overall positive experience,"2
"
832,722,434,Was easy to find!,"4
"
833,779,438,Overall positive experience,"2
"
834,819,324,Was easy to find!,"4
"
835,560,393,Overall positive experience,"2
"
836,551,826,Was easy to find!,"5
"
837,718,626,Overall positive experience,"5
"
838,492,260,Overall positive experience,"4
"
839,219,551,The place was clean!,"5
"
840,726,996,Overall positive experience,"2
"
841,688,989,Overall positive experience,"2
"
842,168,869,Was easy to find!,"4
"
843,262,211,Overall positive experience,"2
"
844,746,806,Overall positive experience,"2
"
845,888,785,Great!,"2
"
846,795,702,Was easy to find!,"3
"
847,469,148,Great!,"3
"
848,984,999,The place was a perfect storage for my needs!,"2
"
849,308,405,The place was a perfect storage for my needs!,"4
"
850,491,249,Great!,"2
"
851,550,326,Was easy to find!,"3
"
852,49,980,Great!,"4
"
853,27,946,Great!,"3
"
854,572,414,The place was clean!,"2
"
855,685,852,The place was a perfect storage for my needs!,"4
"
856,847,601,Great!,"5
"
857,583,592,The place was a perfect storage for my needs!,"3
"
858,808,65,Overall positive experience,"2
"
859,210,1,Great!,"4
"
860,844,699,The place was clean!,"3
"
861,862,955,The place was clean!,"3
"
862,132,460,The place was clean!,"3
"
863,78,278,The place was clean!,"3
"
864,206,914,The place was clean!,"3
"
865,788,948,Overall positive experience,"3
"
866,108,523,The place was a perfect storage for my needs!,"3
"
867,640,668,Was easy to find!,"2
"
868,239,249,Great!,"4
"
869,92,370,Great!,"4
"
870,361,778,Great!,"5
"
871,857,709,Great!,"2
"
872,252,36,The place was a perfect storage for my needs!,"4
"
873,24,492,Great!,"5
"
874,412,190,Was easy to find!,"2
"
875,721,324,Great!,"3
"
876,911,742,The place was clean!,"2
"
877,310,731,Great!,"5
"
878,590,278,The place was clean!,"5
"
879,410,580,Was easy to find!,"4
"
880,783,479,Was easy to find!,"3
"
881,614,579,Was easy to find!,"3
"
882,698,572,The place was clean!,"5
"
883,494,80,The place was clean!,"4
"
884,724,900,Great!,"4
"
885,985,822,Great!,"4
"
886,455,357,Great!,"5
"
887,21,609,The place was a perfect storage for my needs!,"2
"
888,104,267,The place was a perfect storage for my needs!,"5
"
889,825,884,The place was clean!,"4
"
890,79,585,Overall positive experience,"5
"
891,784,731,Was easy to find!,"5
"
892,970,730,The place was a perfect storage for my needs!,"5
"
893,12,167,The place was clean!,"2
"
894,747,359,Overall positive experience,"5
"
895,936,496,Great!,"4
"
896,15,940,The place was a perfect storage for my needs!,"3
"
897,739,312,Overall positive experience,"5
"
898,313,665,The place was a perfect storage for my needs!,"2
"
899,364,350,The place was a perfect storage for my needs!,"3
"
900,249,64,Was easy to find!,"2
"
901,613,885,Great!,"5
"
902,223,490,Great!,"5
"
903,292,223,The place was clean!,"5
"
904,288,927,Great!,"3
"
905,375,109,Great!,"3
"
906,694,522,Was easy to find!,"4
"
907,375,86,Was easy to find!,"4
"
908,750,6,The place was clean!,"5
"
909,67,881,The place was clean!,"4
"
910,728,529,Was easy to find!,"4
"
911,137,366,Great!,"2
"
912,645,146,Great!,"4
"
913,439,97,Overall positive experience,"5
"
914,362,790,Great!,"2
"
915,363,785,The place was clean!,"2
"
916,236,91,Great!,"4
"
917,347,698,Great!,"5
"
918,568,945,The place was a perfect storage for my needs!,"3
"
919,836,402,Overall positive experience,"4
"
920,346,550,Overall positive experience,"3
"
921,590,304,Was easy to find!,"4
"
922,508,885,The place was clean!,"5
"
923,568,909,Was easy to find!,"3
"
924,472,720,Overall positive experience,"2
"
925,149,645,Great!,"5
"
926,178,539,Great!,"5
"
927,907,453,The place was clean!,"3
"
928,255,581,The place was clean!,"4
"
929,151,558,The place was clean!,"2
"
930,295,209,Great!,"2
"
931,659,227,Was easy to find!,"2
"
932,277,201,Great!,"2
"
933,1000,595,The place was a perfect storage for my needs!,"4
"
934,445,158,Overall positive experience,"2
"
935,485,849,Overall positive experience,"5
"
936,267,965,Great!,"4
"
937,618,997,The place was clean!,"5
"
938,872,332,Overall positive experience,"2
"
939,64,993,The place was clean!,"5
"
940,487,397,Overall positive experience,"5
"
941,914,425,Great!,"2
"
942,43,878,The place was clean!,"2
"
943,580,211,The place was clean!,"4
"
944,134,44,The place was a perfect storage for my needs!,"3
"
945,986,247,Was easy to find!,"4
"
946,427,787,The place was a perfect storage for my needs!,"3
"
947,590,654,The place was a perfect storage for my needs!,"4
"
948,725,257,Was easy to find!,"3
"
949,435,608,Overall positive experience,"2
"
950,843,38,The place was clean!,"3
"
951,237,663,The place was clean!,"2
"
952,899,848,Great!,"4
"
953,156,953,The place was a perfect storage for my needs!,"2
"
954,884,52,The place was a perfect storage for my needs!,"4
"
955,997,539,Was easy to find!,"4
"
956,756,67,Great!,"4
"
957,617,926,Was easy to find!,"2
"
958,461,89,The place was a perfect storage for my needs!,"4
"
959,916,977,Overall positive experience,"3
"
960,910,379,The place was a perfect storage for my needs!,"4
"
961,49,700,The place was clean!,"3
"
962,735,501,The place was clean!,"4
"
963,947,755,Was easy to find!,"3
"
964,1000,960,Great!,"5
"
965,666,463,Great!,"2
"
966,640,669,The place was clean!,"3
"
967,582,352,Great!,"5
"
968,460,285,The place was a perfect storage for my needs!,"4
"
969,917,310,Overall positive experience,"3
"
970,615,831,The place was a perfect storage for my needs!,"4
"
971,745,772,Overall positive experience,"2
"
972,603,934,Was easy to find!,"3
"
973,143,950,The place was clean!,"2
"
974,72,127,Great!,"3
"
975,672,262,The place was clean!,"5
"
976,680,474,The place was clean!,"5
"
977,998,650,Was easy to find!,"4
"
978,292,245,Great!,"3
"
979,644,722,Was easy to find!,"2
"
980,525,151,The place was clean!,"2
"
981,483,335,Overall positive experience,"5
"
982,396,349,Great!,"3
"
983,762,852,Was easy to find!,"3
"
984,83,992,Overall positive experience,"5
"
985,622,232,Was easy to find!,"4
"
986,155,348,The place was clean!,"5
"
987,120,763,The place was a perfect storage for my needs!,"4
"
988,31,244,Was easy to find!,"3
"
989,582,928,The place was a perfect storage for my needs!,"5
"
990,571,681,Was easy to find!,"3
"
991,541,894,The place was a perfect storage for my needs!,"2
"
992,404,912,The place was clean!,"5
"
993,799,105,Was easy to find!,"3
"
994,121,774,The place was clean!,"4
"
995,734,433,The place was a perfect storage for my needs!,"3
"
996,880,898,Overall positive experience,"3
"
997,372,196,Overall positive experience,"4
"
998,902,461,Overall positive experience,"4
"
999,144,568,The place was a perfect storage for my needs!,"2
"
1000,727,146,Was easy to find!,4
